,Review_title,Review_text,Ratings
7517,Good quality product,Super,4
7518,Terrific purchase,"Very good phone, battery life is very big, phone is ok on this price",5
7519,Expected a better product,Worest Camera Qualitys Both Front and Back,2
7520,Useless product,"It is worest phone ever I have seen, apps are not opening even two three times pressed. And getting hang also.... There is no photo gallery option . Oh my God . Don't buy this phone.",1
7521,Excellent,Great phone📱,5
7522,Excellent,Camera features autofocus awesome,5
7523,Perfect product!,Best 👍 phone on this price,5
7524,Horrible,Sound quality is very low I would recommend to all please don't purchase this phone.,1
7525,Mind-blowing purchase,All is Well. Camera is OK. Good Battery Back UP in Low price,5
7526,Unsatisfactory,Very bad camera,1
7527,Don't waste your money,"most time touch is hangs
camera quality is not good
network is not fast and data use notification is not show",1
7528,Slightly disappointed,Not bad,2
7529,Super!,Very good battery life and camera quality,5
7530,Utterly Disappointed,"Heating prblm
Battery backup is very worst
Performance not better",1
7531,Just okay,nice mobile,3
7532,Don't waste your money,Mobile network issues problem,1
7533,Worth every penny,"This mobile has been very helpfull
And good condition and beat price ☺️
Battery capacity verry good
Camera 📸 lovely 💕💕💕💕 picture 🥰",5
7534,Highly recommended,Sound and spker very good,5
7535,Terrific purchase,Super,5
7536,Simply awesome,This product is most likely,5
7537,Did not meet expectations,Net connection bad this phone,1
7538,Moderate,Cheapest camera quality. Not suggested to buy this phone.,2
7539,Good,Camera quality is not good 😢,3
7540,Just wow!,"It's amazing phone
For you",5
7541,Not recommended at all,Poor camera quality,1
7542,Bad quality,Camara warest,2
7543,Horrible,"Very bad experience. Camera quality is very poor , image is not clearly visible and some other problems.",1
7544,Terrific,Good,5
7545,Slightly disappointed,"I bought this product during Big billion day sale and believe me this is the most disgusting product I HAVE EVER BOUGHT FROM REALME..
The Camera quality is pathetic specially the selfie camera.
The Video recording doesn't have any sound.
There are lots of better smart phones available in 10k range in market.
I have raised return request so PLEASE DONT BUY THIS PRODUCT.",2
7546,Not recommended at all,Cemra is not good,1
7547,Utterly Disappointed,Average phone first of all filpkart given exchange offer in old phone more price then delivery time they say Somethings is problem they demand amount this is business tricks I am not satisfied about phone .,1
7548,Mind-blowing purchase,I liked it very much becoz of exchange offer....Thank You FlipKart,5
7549,Worst experience ever!,So cheap quality and software is not user friendly. Gallery is not in system software,1
7550,Must buy!,It's a good phone under 10k,5
7551,Super!,Excellent,5
7552,Fabulous!,Very good mobile is nice,5
7553,Very poor,I couldn't receive any type of protect film for the mobile ... Please don't buy this handset,1
7554,Waste of money!,"Worst ever..Don't buy this my humble request, I got it for 7429.rs, This mobile do not have FM Radio, Real time network speed and real time data usage, nothing available and poor camera quality",1
7555,Did not meet expectations,Don't buy this product ....display and camera is very bad.,1
7556,Excellent,I like to camera and Gaming further,5
7557,Absolute rubbish!,Google maps not working,1
7558,Did not meet expectations,Very poor camera quality,1
7559,Terrific purchase,Very good at all the mobile,5
7560,Best in the market!,Best product,5
7561,Just wow!,Good quality long battery life and good camera,5
7562,Decent product,"Dont waste your valuable money by purchase this mobile. My overall review for this mobile is 1⭐. I never ever used a cheap rated phone like this. Even My old micromax a57 (and2.3) is better than this worst product. It is not deserving for good value to this generation.

Battery backup is very very worst 😡 ( consuming battery charge even in unused )",3
7563,Not good,"1.Bad quality front cam
2.phone is old model
3.charging pin is old model
4.back cam is good
5.battery is good
6.display is good
7.screenshot taking is in old model",2
7564,Not recommended at all,"Very bad performance i.e 1. No inbuild Gallery app 2.No inbuild F.M app 3.No LED light blinking when charging ,4 when any called with added voice recorder a notification sound called so easier to know from the other person or other side that his call is recorded.
5. selfi photo quality very bad.",1
7565,Classy product,Realme mobile is battery very good camera is best rest mobile awesome mobile thank you,5
7566,Pretty good,"Pros, Cons, Solutions of Cons, Recommendations and Suggestions:

Pros :
1)Very fast performance.
2)Sound is loud.
3)Fingerprint sensor works too fast.
4)Display is very good.
5)Big screen
6)Comfortable UI (INTERFACE)
7)Smart movements.
8) Smooth touch

Cons:
1) 3 finger screenshot feature missing.
2)Long screenshot feature missing.
3)Daily data usage not visible in notification or status bar.
4) Default Gallery (Photos) app missing.

Solutions of Cons:
2)For long screenshot, download an app ...
READ MORE",4
7567,Fabulous!,"At this price range realme c21y is good for daily uses,rear camera is good at sunlight,u can click quite good images,it's battery backup super,display is good enough at this price range,i'm disappointed with the selfie camera,they have used very basic camera,this phone is not for selfie lovers.speaker sound is not bad,about overall performance,yeah is okay.",5
7568,Wonderful,great phone in best discounts superb phone i love it 😊,5
7569,Good choice,"There is only two cones
1. Front camera quality low
2. No type C or fast charging
Pros -
1.Good battery performance
2. Smooth experience
3. Best budget phone for gaming
4. Fast app opening
5. Good looking
6. Fast face & fingerprint unlock",4
7570,Worth the money,"This 1st day use review
Nice mobile with very good realme R edition ui you can un intstall or disable apps which you not wanted
Lag free experience camera should be improve overall good budget phone",4
7571,Wonderful,Very nice 👍,4
7572,Highly recommended,Excellent,5
7573,Best in the market!,Nice Mobile on this Price 👌👌👌👌,5
7574,Decent product,"Camera quality is very low.
Speaker sound is normal.
Lookwise normal.
Battery backup is good.
Overall, it is only good mobile for basic users or new android users.",3
7575,Fair,Good for simple use battery life is good but charging time is more than 2.5 hour all of good product is compair to its price,3
7576,Classy product,Nice,5
7577,Must buy!,GREAT PRODUCT IN BUDGET PHONE...,5
7578,Value-for-money,Awesome product feeling happy 😊,4
7579,Wonderful,Nice product,5
7580,Super!,Recommended and bought successfully for my aunt. She loves it!,5
7581,Good quality product,Good phone in this budget. Camera is ok as per the price performance is and long lasting battery.. Go for it.,4
7582,Not recommended at all,Don't buy this phone it has bad camera quality,1
7583,Mind-blowing purchase,Super,5
7584,Wonderful,Value for money. Please improve camera and performance.,4
7585,Fair,Good for simple use battery life is good but charging time is more than 2.5 hour all of good product is compair to its price,3
7586,Classy product,Nice,5
7587,Must buy!,GREAT PRODUCT IN BUDGET PHONE...,5
7588,Value-for-money,Awesome product feeling happy 😊,4
7589,Wonderful,Nice product,5
7590,Super!,Recommended and bought successfully for my aunt. She loves it!,5
7591,Good quality product,Good phone in this budget. Camera is ok as per the price performance is and long lasting battery.. Go for it.,4
7592,Not recommended at all,Don't buy this phone it has bad camera quality,1
7593,Mind-blowing purchase,Super,5
7594,Wonderful,Value for money. Please improve camera and performance.,4
7595,Pretty good,Good product 👌👍,4
7596,Mind-blowing purchase,I am very happy and thankful for Realme brand also flipkart ❤️❤️❤️❤️❤️👌👌👌👌.,5
7597,Nice product,"Good phone.
Some features is not given in phone.",4
7598,Perfect product!,Super mobile,5
7599,Decent product,Mobile is hanging from 2nd day.,3
7600,Terrific purchase,Good,5
7601,Don't waste your money,"Don't buy if you don't want your money wasted. It's 13mp camera is a gimmick, it gives worst photos, Pathetic camera quality, didn't expect this from realme.",1
7602,Useless product,"Very bad product don't buy this phone
Network problem all sim other phone very speed in the area",1
7603,Fair,Ok,3
